q_a,label
brittany is from mayodan abbie aint from ellisboro either.dumbass....and the lst 2 aintchur girls they dont evn lik u.,1
damnn jordan youh got some haterss. ! step on nem bitchess. ! aha i love youhh <3 fuck the bulshiit and the dirtyy slutts it came outt of. lets fuck them toether ! !,1
does austin have a big or small dick,1
excuse me but whoever the fuck that is under me can shut their fucking mouth you don't tell someone to go kill themselves motherfuckeare you go kill your self seeing as you have nothing better to do then lurk her formspring.,1
haha ewie youare yougly nasty ass bitch !,1
how many times did you and that douche have sex,1
i love me some jordann fuck those shittalkers (:,1
idk why you let austin take ur vagina i mean he's fucked a million other bitches hahahhah it aint lik it ment anything to him,1
jordan leigh baby girl no matter what happens in life you are always and forever my best friend <3 3 you mean the world to me fuck other shady bitches (: im always gonna be here <3 i love you so much jordankinpoonanners <3,1
let's jump them..,1
that stupid bitch amber that went to our school tries to act like she ran our fucking school ! we should put that bitchx back in her fucking place !,1
uhmm the coment up unnder me saays so maybe you should believe me abbout katelynnnn. she was a whore :p,1
we can sit up on nem hills or we can sit up on nem bricks !,0
your mom boobies are my passion !,1
)u fucking haterss,1
2 weeks . wow i totally change my mind ! ! thats like sooo long ! im sorry i ever said anything,0
actually i dont have a fromspring account and yea i'll say my name im never going to see your little pathetic self again. daniela happy . ! are you going to stop looking like a hoe .,1
all you haterz need to stop hateing and suck a dick cause none of you know laura ur just hateing cause you jealous oare you really wanna be like her maybe you haters sould get to know her shes a way better person then all you low lifes ;p,1
are you a virgin .,1
because you are stupid.,1
bitch get one thing straight toney well never go out ur pretty but ur such a bitch on the inside sorry but i dont like you no one does the only reson people are nice to you is cause of ur sister so stop thinking ur hot shit and be urself,1
bro are you kidding me . fuck her,1
damn girl cover up ur damn ass boobies ! !,1
did you hangout with moises today because i saw his status and it said your name . and if you did how do you even know him like your in 7th grade for crying out loud .,1
do you like kasey conde as a friend . i hate him,1
fuck ur mom pussy,1
girl whoes saying its elizabeth coz its who the bitch,1
guess who this is . are i am not fakee at all . ur the fake one. go find something better to do with yourself.,1
have you given any bj's .,1
have you boob fucked .,1
hey laura its mike=0,0
hey this is actually danny grammes who is writing shit and putting my name,1
hey you horny ;),1
hi no offence but i kinda think ur a slut and i dont wanna talk shit but ru be honest,1
hop off porch monkey she mine<333 member this babe it tony your fatherfucker,1
hop off porch monkey she mine<333 member this babe it tony your fatherfucker,1
how does tonys mouth taste like .,1
how old are you . ur soo cute and cool........nawtttt your a ugly little slut i bett ur gonna have a baby by the time you turn 13 you think its all cute to be on every guy its not everyone just thinks ur annoying ! ! ! ! ! ! ! act ur age,1
i hate ur mother,1
i agre stop being such a slut and act ur age !,1
i don't like you ugly ass hoe. i bet your lesbain. you look like it. i bet when you older i'll see you in a anonymous porn ad. btw i heard you stuff your bra...hahahhaa no boobs ! r,1
i fucked anthony you dumb hoe bitch and just to tell you im hesica,1
i jizz to your pics alll the time.r :],1
i squirt sperm to your pictures,1
i wanna fite u,1
i want a blow job,1
i would watch out for rachel just sayinnn' she is a fake person.....,1
if you think i care about what you think of me then you've highly over estimated my opinion of you ! bitch/,1
is it ok if i've jizzed to pics of you before .,1
just admit ur a lesbian drug addict who flirts with guys it's okay(:,1
knock a bitch out and fight,1
laura my love dont listen to the pathetic little bitches that wish and hope they were you.you are wonderful and beautiful and smart and all the shit talkers are just little pussys because i bet they would never say that stuff to your face...p.s iloveyou<3,1
leave kasey alone she's a hell of a lot nicer than you so why don't you shut you damn mouf (yes i on purposely spelled those word's wrong no need to correct me),1
lmao laura your pathetic you mean moises hung out with your sister and her friends not you cause why would moises want to hangout with a little incoming 8th grader. so stick to your 8th grade friends sweetie. okay thanks bye (:,1
lol its funny how its al pusys dowwn there .fuck them,1
lol are you a lesbian . real talk.be honest.everyone says it lmaoo.its ok if you are thats hot,1
love you hoee its daniela lenis ! :),1
no im serious you wear too much makeup you should calm it down,1
now you want my last name . i dont think so. i already gave you my name. you dont need to know anything except that you wear way to much makeup !,1
oh well aren't you just the shit for hanging out with older people . get friends your own age you dumb bitch.,1
ok really you put stupid skank smd or haha foare your comebacks get some new pussy for fuck ..your just embrassing yourselfr,1
people say ur a bitchh i didnt kno you lyk daht then i saw katryna throo a corndog at ur head lmfaoo you are bitch. was the corndog goor ferr ur hairr . (: good ferr mah sencve of huemr..lol,1
pop off porch monkey shes mine. i want to fuck her,1
are you horny.lol seriously,1
raconn you shit stayy off ma shitt please,1
really you actually think he would waste his time talking to you his 16 and a sophomore now why would he want to be friends with a 13 year old girl going to 8th grade especially since your one ugly hoe. so next time be careful in what you write,1
she opened up her mouth. i want to jerk there,1
soo you thougt i was cute but now you hate me and dont talk to me fuck you,1
stop saying you are gonna do something about it if she flirts with guys because im pretty sure camila and i would whoop your ass if you try touching laura. all of you little girls need to grow the fuck up you'll learn that being a bitch isn't that cool.,1
thanks foare your time to bitch i swear i would ughh elizabeth u062a rodriguez,1
you just trash ! !,1
u can be a bitch sometimes and kinda stuck up and 4 some reason ppl like u...like some1 but im not gonna say theyre name(c***),1
u know if you wernt such a whore/bitch people wouldnt be haten on u.so stop calling people fat stop telling them there stupid and stop fucking calling me emo and well all be cool,1
u are such a conseded biatch you sure every body likes you u luv puting every body down and you tlk about ppl and when some body else dose it you make dem feel bad get a life,1
u think ur hot shit. your a fucking dumb little jit whore who hooks up with everybody. stop trying to grow up so fast your going to 8th haha,1
u told austin that you were never alex's friend but then you tell alex the opposite whats going on here . and who are you lying to .,1
v lmfao virgin. not virginian xd,1
when you smile you look like someone stuck two nuts in your cheeks. freaking chipmunk ! ! !,1
where's your favorite place to buy clothes .,1
u just whore,1
why are you calling kasey a stupid skank when you dont even know her laura that is just going to start some shitr,1
why are you friends with that hoe ass bitch daniela .,1
would you ever give me a blowjob and would you ever drink my sperm becuase i really want you too i wanna have sex with you so much its not even funny how hard i get oveare you,1
wtf i just saw your pics and moises is in them like what the fuck since when is he friends with you especially since your in 8th grade like back off and stick to your own friends,1
what the fuck is up wit ur cheeks . chipmunk much .,1
you act way too old foare your age like real bitch,1
you all seriously need to stop talking to much crap about laura.r she may flirt alot but not if that guy has a girlfriend.r and she's only talking to one guy not many.r so you people need to stfu and hop off.,1
you are a beautiful girl and i dont think that you shoul do all the things that you do cause you are fucking up your life and doing all the bitch things ! sorry to say but you should to better with your life then just throw it away.....,1
you can suck the dick bitch dont try me little girl dany,1
you have big feet <3,1
you look gay.,1
you should fade jhocelyn..,1
you're a porch monkey,1
you're not cool suck my dick,1
your not amazing or gorgeous. i dont wanna be like you.<3,1
your boyfriend is only ugly ass mexican like i'll give you props for going out with a junior but he just flat out ugly so try going for guys your grade or something cause all you have now is a pothead and by the looks of it your heading in the same road,1
your in 7th grade. stop trying to grow up so fast its not cute. you'll grow up at your own pace.,1
your only in middle school why would going out with 10th 11th high school guys seem like a good idea to you . or anyone in your grade and age group actually. it just doesn't make sense how that would even work anyways..,1
your so annoying,1
yourr suchh a sluut,1
... i c aussies are starting to get smarter now a dayz lmao. she is a whore. her mother is a whore.,1
as of this moment...bitch is showing her boobies,1
bastard is term of endearment and its suit best foare you,1
you filty crappers .. i was about to get offline but remembered i hadn't friggin spammed you today lol .. so i'm dedicating half an hour maybe an hour lmbo to just asking you ish xd .. sound good xd . .. aiights ;) ..,1
